i	Best	Average	Worst	Best SD	Average SD	Worst SD	
65000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
66000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
67000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
68000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
69000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
70000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
71000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
72000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
73000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
74000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
75000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
76000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
77000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
78000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
79000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
80000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
81000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
82000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
83000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
84000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
85000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
86000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
87000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
88000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
89000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
90000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
91000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
92000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
93000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
94000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
95000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
96000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
97000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
98000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
99000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
100000	-391,661657037714200	-391,661657037714200	-391,661657037714200	0,000000000000000	0,000000000000000	0,000000000000000	
Results:
[-2.9035340397600256, -2.903534031271521, -2.9035340314038387, -2.9035340159422987, -2.903534010464562, -2.903534017592751, -2.9035340199655755, -2.9035340133092618, -2.9035340046043165, -2.9035340281974156]
[-2.9035340198490416, -2.90353401526548, -2.9035340319942575, -2.903534050580178, -2.903534020089577, -2.9035340452164995, -2.9035340386513644, -2.9035340425380527, -2.903534015105514, -2.903534024493405]
[-2.903534024560129, -2.903534001328932, -2.9035340460486303, -2.9035340416197553, -2.903534043748637, -2.9035340086342667, -2.9035340397099616, -2.9035340311272577, -2.9035340277324257, -2.903534013383147]
[-2.9035340275593597, -2.90353402486803, -2.903534020119774, -2.903534033799211, -2.903534056618968, -2.903534021726176, -2.9035340334051223, -2.903534063966278, -2.9035340231077473, -2.903533994011556]
[-2.903534023003642, -2.9035340305140456, -2.903534035466623, -2.903534011373032, -2.903534008640136, -2.9035340079844127, -2.903534035241349, -2.903534056431943, -2.903534027163034, -2.9035340090298467]
[-2.903534025585272, -2.9035340187717646, -2.9035340194898387, -2.9035340160173706, -2.903534040559139, -2.903534015306602, -2.903534027485201, -2.9035340509248337, -2.9035340260704743, -2.9035340473278684]
[-2.9035340087014383, -2.903534024888553, -2.903534023969242, -2.9035340245428047, -2.9035340311845017, -2.903534028221988, -2.903534025829861, -2.9035340330303656, -2.9035340161352376, -2.9035340374688]
[-2.9035340230714546, -2.903534031604212, -2.903534027758976, -2.903534033368785, -2.903534013562519, -2.9035340122395823, -2.9035340369242553, -2.903534016828628, -2.9035340240517034, -2.903534014156868]
[-2.9035340267068577, -2.9035340198301363, -2.903534026795506, -2.9035340296454426, -2.903534016755835, -2.903534034476967, -2.903534025410149, -2.903534022725192, -2.9035340310299365, -2.9035340307191815]
[-2.9035340339029236, -2.9035340238556087, -2.9035340472621973, -2.9035340411143933, -2.903534003619052, -2.903534008026569, -2.9035340348092706, -2.9035340431912484, -2.9035340132605274, -2.903534010241203]
[-2.9035340370516782, -2.9035340236944815, -2.9035340447308426, -2.9035340284884814, -2.9035340076910554, -2.903534017504181, -2.903534027578959, -2.9035340163985777, -2.9035339988884816, -2.9035340439692234]
[-2.9035340356298756, -2.9035340257871503, -2.9035340221213577, -2.90353403461688, -2.9035340086135566, -2.9035340285371363, -2.903534064024625, -2.9035340477126246, -2.903534026151812, -2.90353401929027]
[-2.9035340273784573, -2.903534041155205, -2.903534026570422, -2.903534027996413, -2.9035340071196805, -2.903534055508899, -2.9035340301286086, -2.9035339947440137, -2.903534018017208, -2.9035340437612662]
[-2.9035340188427585, -2.9035340345073055, -2.903534036329128, -2.903534013648509, -2.9035340335419613, -2.9035340021434655, -2.9035340200431765, -2.9035340106693788, -2.903534045716702, -2.9035339942647242]
[-2.9035340356950705, -2.9035340261942166, -2.903534033019393, -2.9035340121953, -2.9035340422717297, -2.903534016537508, -2.903534014887264, -2.9035339944798686, -2.903534020807267, -2.903534039217286]
[-2.9035340247912327, -2.9035340325810712, -2.9035340498795152, -2.903534031296214, -2.903534044414661, -2.9035340184328486, -2.9035340350152046, -2.9035340214139103, -2.9035340324961183, -2.9035340523224265]
[-2.9035340215043903, -2.903534023219395, -2.9035340318837575, -2.903534020046904, -2.9035340181935734, -2.9035340361995243, -2.9035340384771553, -2.903534023186879, -2.9035340413242396, -2.903534001196304]
[-2.903534036824461, -2.9035340403629215, -2.903534030150168, -2.903534030120259, -2.903534051814505, -2.9035340172277992, -2.90353402350463, -2.9035340115419417, -2.903533992063875, -2.9035340088545407]
[-2.903534022447179, -2.9035340267053558, -2.9035340397874942, -2.9035340324678423, -2.903534038487508, -2.903534035956101, -2.903534030888667, -2.9035340023578238, -2.903534036816766, -2.9035340053212204]
[-2.9035340299539394, -2.9035340229927833, -2.9035340238217335, -2.9035340139231067, -2.9035340534871885, -2.903534055418965, -2.9035340266465988, -2.9035340525618105, -2.9035340369742713, -2.9035340230971762]
[-2.9035340255207265, -2.903534018211976, -2.903534036760191, -2.903534002500998, -2.903534025568912, -2.903534014661856, -2.9035340416279034, -2.9035340335419932, -2.903534051202971, -2.9035340569779744]
[-2.9035340272660273, -2.9035340316884337, -2.903534032453424, -2.9035340319847283, -2.903534014066407, -2.9035340314477427, -2.9035340364863504, -2.903533989623037, -2.903534013611493, -2.9035340230014204]
[-2.903534022028789, -2.903533998923699, -2.903534028700161, -2.903534047010156, -2.9035340441372126, -2.903534041621706, -2.9035340167851587, -2.9035340150225317, -2.9035340537433405, -2.9035340067114452]
[-2.9035340409766763, -2.9035340253870086, -2.903534017729018, -2.903534018581683, -2.903534007618017, -2.903534014768166, -2.9035340252743422, -2.903534017061726, -2.9035340398065586, -2.9035340396488065]
[-2.903534037758246, -2.9035340251079838, -2.903534020873322, -2.903534031849977, -2.903534013549617, -2.9035340468628497, -2.9035340220284374, -2.9035340220478743, -2.9035340188035357, -2.90353403992538]
[-2.903534022784431, -2.903534032167464, -2.9035340469375557, -2.903534007800488, -2.9035340164448797, -2.9035340191793315, -2.903534020274572, -2.90353399369895, -2.903534067297467, -2.9035340233771447]
[-2.9035340297684993, -2.903534019712807, -2.903534033420401, -2.9035340446337865, -2.9035340240147716, -2.903534031574813, -2.903534031336278, -2.9035340006128147, -2.903534062384292, -2.9035339890275935]
[-2.9035340298699133, -2.903534029165712, -2.903534028503488, -2.9035340204765987, -2.9035340131524894, -2.9035340296263277, -2.9035340363227107, -2.9035340235366025, -2.903534050038161, -2.903534002692162]
[-2.9035340218414003, -2.9035340356879153, -2.9035340251455075, -2.903534042095612, -2.9035340438335853, -2.9035340219422925, -2.9035340221064976, -2.9035340635483378, -2.903534016379424, -2.9035340396786777]
[-2.9035340487958097, -2.9035340254464144, -2.9035340228062845, -2.9035340294034904, -2.9035340222559207, -2.9035340406830503, -2.903534027435642, -2.9035339970742458, -2.903534025073551, -2.903534019350857]
