 i	Best	Average	Worst	Best SD	Average SD	Worst SD	
1000	-238,684184628771960	-42,449010453986810	0,000000000000000	15,221052377576404	8,422598552916105	0,000000000000000	
2000	-252,430368175264280	-42,449010453986810	0,000000000000000	20,341265917090170	8,422598552916105	0,000000000000000	
3000	-255,092635111182860	-42,449010453986810	0,000000000000000	20,653467066413018	8,422598552916105	0,000000000000000	
4000	-257,714835541108800	-42,449010453986810	0,000000000000000	19,808783651277867	8,422598552916105	0,000000000000000	
5000	-259,642733151765200	-42,449010453986810	0,000000000000000	20,175172873901720	8,422598552916105	0,000000000000000	
6000	-259,642733151765200	-42,449010453986810	0,000000000000000	20,175172873901720	8,422598552916105	0,000000000000000	
7000	-261,046431695969600	-42,449010453986810	0,000000000000000	19,351435687044010	8,422598552916105	0,000000000000000	
8000	-261,398568800198000	-42,449010453986810	0,000000000000000	18,880509880495720	8,422598552916105	0,000000000000000	
9000	-263,000813990612240	-42,449010453986810	0,000000000000000	17,998251634712997	8,422598552916105	0,000000000000000	
10000	-263,751207346845830	-42,449010453986810	0,000000000000000	17,248513306481190	8,422598552916105	0,000000000000000	
11000	-263,949886058965300	-42,449010453986810	0,000000000000000	17,374626860127830	8,422598552916105	0,000000000000000	
12000	-264,005803787521870	-42,449010453986810	0,000000000000000	17,319159297054963	8,422598552916105	0,000000000000000	
13000	-264,627784160786300	-42,449010453986810	0,000000000000000	17,617789514298800	8,422598552916105	0,000000000000000	
14000	-264,627784160786300	-42,449010453986810	0,000000000000000	17,617789514298800	8,422598552916105	0,000000000000000	
15000	-264,627784160786300	-42,449010453986810	0,000000000000000	17,617789514298800	8,422598552916105	0,000000000000000	
16000	-265,247642057236130	-42,449010453986810	0,000000000000000	18,358492415191826	8,422598552916105	0,000000000000000	
17000	-265,247642057236130	-42,449010453986810	0,000000000000000	18,358492415191826	8,422598552916105	0,000000000000000	
18000	-265,247642057236130	-42,449010453986810	0,000000000000000	18,358492415191826	8,422598552916105	0,000000000000000	
19000	-266,282388154346850	-42,449010453986810	0,000000000000000	18,578166526338695	8,422598552916105	0,000000000000000	
20000	-266,282388154346850	-42,449010453986810	0,000000000000000	18,578166526338695	8,422598552916105	0,000000000000000	
21000	-266,282388154346850	-42,449010453986810	0,000000000000000	18,578166526338695	8,422598552916105	0,000000000000000	
22000	-266,282388154346850	-42,449010453986810	0,000000000000000	18,578166526338695	8,422598552916105	0,000000000000000	
23000	-266,511123134317400	-42,449010453986810	0,000000000000000	18,505108717362620	8,422598552916105	0,000000000000000	
24000	-266,511123134317400	-42,449010453986810	0,000000000000000	18,505108717362620	8,422598552916105	0,000000000000000	
25000	-266,511123134317400	-42,449010453986810	0,000000000000000	18,505108717362620	8,422598552916105	0,000000000000000	
26000	-266,878511006664300	-42,449010453986810	0,000000000000000	18,293730282427443	8,422598552916105	0,000000000000000	
27000	-266,878511006664300	-42,449010453986810	0,000000000000000	18,293730282427443	8,422598552916105	0,000000000000000	
28000	-266,878511006664300	-42,449010453986810	0,000000000000000	18,293730282427443	8,422598552916105	0,000000000000000	
29000	-266,890964237983160	-42,449010453986810	0,000000000000000	18,279807330494013	8,422598552916105	0,000000000000000	
30000	-267,471277565497640	-42,449010453986810	0,000000000000000	18,892742901239274	8,422598552916105	0,000000000000000	
31000	-267,471277565497640	-42,449010453986810	0,000000000000000	18,892742901239274	8,422598552916105	0,000000000000000	
32000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
33000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
34000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
35000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
36000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
37000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
38000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
39000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
40000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
41000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
42000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
43000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
44000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
45000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
46000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
47000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
48000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
49000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
50000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
51000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
52000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
53000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
54000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
55000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
56000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
57000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
58000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
59000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
60000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
61000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
62000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
63000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
64000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
65000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
66000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
67000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
68000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
69000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
70000	-268,781441877845600	-42,449010453986810	0,000000000000000	18,612006896820564	8,422598552916105	0,000000000000000	
